Category,pathway,kegg,subcategory
Gene set,"EHEC/EPEC pathogenicity signature, T3SS and effectors [PATH:map05130]",K03219,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",M00564,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K15842,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12110,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12109,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12108,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12107,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12106,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12105,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12104,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12103,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12102,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12101,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12100,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12099,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12098,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12097,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12096,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12095,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12094,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12093,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12092,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12091,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12090,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12089,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12088,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12087,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K12086,Pathogenicity
Gene set,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island [PATH:map05120]",K03196,Pathogenicity
Gene set,"Imipenem resistance, repression of porin OprD",M00745,Drug resistance
Gene set,"Imipenem resistance, repression of porin OprD",K18297,Drug resistance
Gene set,"Imipenem resistance, repression of porin OprD",K18093,Drug resistance
Gene set,"Imipenem resistance, repression of porin OprD",K18073,Drug resistance
Gene set,"Imipenem resistance, repression of porin OprD",K18072,Drug resistance
Gene set,"Imipenem resistance, repression of porin OprD",K07665,Drug resistance
Gene set,"Imipenem resistance, repression of porin OprD",K07644,Drug resistance
Gene set,Methanogen,M00617,Metabolic capacity
Gene set,"Methanogenesis, CO2 => methane",M00567,Metabolic capacity
Gene set,"Methanogenesis, acetate => methane",M00357,Metabolic capacity
Gene set,"Methanogenesis, methanol => methane",M00356,Metabolic capacity
Gene set,"Methanogenesis, methylamine/dimethylamine/trimethylamine => methane",M00563,Metabolic capacity
Gene set,Methicillin resistance [PATH:map01501],M00625,Drug resistance
Gene set,Methicillin resistance [PATH:map01501],K02547,Drug resistance
Gene set,Methicillin resistance [PATH:map01501],K02546,Drug resistance
Gene set,Methicillin resistance [PATH:map01501],K02545,Drug resistance
Gene set,"Multidrug resistance, efflux pump AbcA",M00700,Drug resistance
Gene set,"Multidrug resistance, efflux pump AbcA",K18907,Drug resistance
Gene set,"Multidrug resistance, efflux pump AbcA",K18906,Drug resistance
Gene set,"Multidrug resistance, efflux pump AbcA",K18104,Drug resistance
Gene set,"Multidrug resistance, efflux pump AcrEF-TolC",M00696,Drug resistance
Gene set,"Multidrug resistance, efflux pump AcrEF-TolC",K18142,Drug resistance
Gene set,"Multidrug resistance, efflux pump AcrEF-TolC",K18141,Drug resistance
Gene set,"Multidrug resistance, efflux pump AcrEF-TolC",K18140,Drug resistance
Gene set,"Multidrug resistance, efflux pump AcrEF-TolC",K12340,Drug resistance
Gene set,"Multidrug resistance, efflux pump AdeABC [PATH:map01501]",M00649,Drug resistance
Gene set,"Multidrug resistance, efflux pump AdeABC [PATH:map01501]",K18147,Drug resistance
Gene set,"Multidrug resistance, efflux pump AdeABC [PATH:map01501]",K18146,Drug resistance
Gene set,"Multidrug resistance, efflux pump AdeABC [PATH:map01501]",K18145,Drug resistance
Gene set,"Multidrug resistance, efflux pump AdeABC [PATH:map01501]",K18144,Drug resistance
Gene set,"Multidrug resistance, efflux pump AdeABC [PATH:map01501]",K18143,Drug resistance
Gene set,"Multidrug resistance, efflux pump BpeEF-OprC",M00698,Drug resistance
Gene set,"Multidrug resistance, efflux pump BpeEF-OprC",K18903,Drug resistance
Gene set,"Multidrug resistance, efflux pump BpeEF-OprC",K18902,Drug resistance
Gene set,"Multidrug resistance, efflux pump BpeEF-OprC",K18901,Drug resistance
Gene set,"Multidrug resistance, efflux pump BpeEF-OprC",K18900,Drug resistance
Gene set,"Multidrug resistance, efflux pump MdtEF-TolC",M00697,Drug resistance
Gene set,"Multidrug resistance, efflux pump MdtEF-TolC",K18899,Drug resistance
Gene set,"Multidrug resistance, efflux pump MdtEF-TolC",K18898,Drug resistance
Gene set,"Multidrug resistance, efflux pump MdtEF-TolC",K12340,Drug resistance
Gene set,"Multidrug resistance, efflux pump MdtEF-TolC",K07690,Drug resistance
Gene set,"Multidrug resistance, efflux pump MepA",M00705,Drug resistance
Gene set,"Multidrug resistance, efflux pump MepA",K18909,Drug resistance
Gene set,"Multidrug resistance, efflux pump MepA",K18908,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexAB-OprM",M00718,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexAB-OprM",K18139,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexAB-OprM",K18138,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexAB-OprM",K18131,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexAB-OprM",K03585,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexCD-OprJ",M00639,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexCD-OprJ",K18296,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexCD-OprJ",K18295,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexCD-OprJ",K18294,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexCD-OprJ",K08721,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexEF-OprN",M00641,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexEF-OprN",K18300,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexEF-OprN",K18299,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexEF-OprN",K18298,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexEF-OprN",K18297,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexJK-OprM",M00642,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexJK-OprM",K18303,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexJK-OprM",K18302,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexJK-OprM",K18301,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexJK-OprM",K18139,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexPQ-OpmE",M00769,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexPQ-OpmE",K19595,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexPQ-OpmE",K19594,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexPQ-OpmE",K19593,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexPQ-OpmE",K19591,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexPQ-OpmE",K18304,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexXY-OprM",M00643,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexXY-OprM",K18139,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexXY-OprM",K18129,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexXY-OprM",K18095,Drug resistance
Gene set,"Multidrug resistance, efflux pump MexXY-OprM",K18094,Drug resistance
Gene set,"Multidrug resistance, efflux pump NorB",M00702,Drug resistance
Gene set,"Multidrug resistance, efflux pump NorB",K18907,Drug resistance
Gene set,"Multidrug resistance, efflux pump NorB",K18906,Drug resistance
Gene set,"Multidrug resistance, efflux pump NorB",K08170,Drug resistance
Gene set,"Multidrug resistance, efflux pump QacA",M00714,Drug resistance
Gene set,"Multidrug resistance, efflux pump QacA",K18938,Drug resistance
Gene set,"Multidrug resistance, efflux pump QacA",K08167,Drug resistance
Gene set,"Multidrug resistance, repression of porin OmpF",M00746,Drug resistance
Gene set,"Multidrug resistance, repression of porin OmpF",K18513,Drug resistance
Gene set,"Multidrug resistance, repression of porin OmpF",K13632,Drug resistance
Gene set,"Multidrug resistance, repression of porin OmpF",K09476,Drug resistance
Gene set,Nitrate assimilation,M00615,Metabolic capacity
Gene set,Nitrate assimilation,K02575,Metabolic capacity
Gene set,Nitrate/nitrite transport system,M00438,Metabolic capacity
Gene set,Nodulation,M00664,Symbiosis
Gene set,Nodulation,K14666,Symbiosis
Gene set,Nodulation,K14659,Symbiosis
Gene set,Nodulation,K14658,Symbiosis
